"ExperimentName","Subject","Session","SessionDate","SessionTime","Block","metablock","TaskType","Trial","Answer","Condition","Correct","CorrectResponse","DifferenceCorrect","LeftNumber","RightNumber","Verification","Problem.ACC","Problem.CRESP","Problem.RESP","Problem.RT","run","Task"
"Arithmetic_Run2",16,2,"06-28-2015",14:39:51,4,2,"SmallProblem",1,9,"S","C",1,0,5,4,9,1,1,1,4018,2,"arithmetic"
"Arithmetic_Run2",16,2,"06-28-2015",14:39:51,4,2,"SmallProblem",2,6,"S","C",1,0,2,4,6,1,1,1,4475,2,"arithmetic"
"Arithmetic_Run2",16,2,"06-28-2015",14:39:51,4,2,"SmallProblem",3,9,"S","I",2,1,7,2,10,1,2,2,3575,2,"arithmetic"
"Arithmetic_Run2",16,2,"06-28-2015",14:39:51,4,2,"SmallProblem",4,9,"S","I",2,2,6,3,11,0,NA,NA,0,2,"arithmetic"
"Arithmetic_Run2",16,2,"06-28-2015",14:39:51,4,2,"SmallProblem",5,7,"S","C",1,0,4,3,7,0,1,2,641,2,"arithmetic"
"Arithmetic_Run2",16,2,"06-28-2015",14:39:51,4,2,"SmallProblem",6,5,"S","I",2,2,3,2,7,0,2,1,4860,2,"arithmetic"
"Arithmetic_Run2",16,2,"06-28-2015",14:39:51,5,1,"Plus1",1,5,"Plus1","I",2,2,4,1,7,1,2,2,4905,2,"arithmetic"
"Arithmetic_Run2",16,2,"06-28-2015",14:39:51,5,1,"Plus1",2,3,"Plus1","C",1,0,2,1,3,1,1,1,2290,2,"arithmetic"
"Arithmetic_Run2",16,2,"06-28-2015",14:39:51,5,1,"Plus1",3,6,"Plus1","I",2,1,5,1,7,1,2,2,4319,2,"arithmetic"
"Arithmetic_Run2",16,2,"06-28-2015",14:39:51,5,1,"Plus1",4,3,"Plus1","I",2,1,2,1,4,1,2,2,3022,2,"arithmetic"
"Arithmetic_Run2",16,2,"06-28-2015",14:39:51,5,1,"Plus1",5,8,"Plus1","C",1,0,7,1,8,1,1,1,4048,2,"arithmetic"
"Arithmetic_Run2",16,2,"06-28-2015",14:39:51,5,1,"Plus1",6,10,"Plus1","I",2,2,9,1,12,1,2,2,5348,2,"arithmetic"
"Arithmetic_Run2",16,2,"06-28-2015",14:39:51,6,5,"Plus1",1,7,"Plus1","I",2,1,6,1,8,1,2,2,2427,2,"arithmetic"
"Arithmetic_Run2",16,2,"06-28-2015",14:39:51,6,5,"Plus1",2,6,"Plus1","C",1,0,5,1,6,1,1,1,1340,2,"arithmetic"
"Arithmetic_Run2",16,2,"06-28-2015",14:39:51,6,5,"Plus1",3,10,"Plus1","C",1,0,9,1,10,1,1,1,2484,2,"arithmetic"
"Arithmetic_Run2",16,2,"06-28-2015",14:39:51,6,5,"Plus1",4,4,"Plus1","C",1,0,3,1,4,1,1,1,5513,2,"arithmetic"
"Arithmetic_Run2",16,2,"06-28-2015",14:39:51,6,5,"Plus1",5,7,"Plus1","C",1,0,6,1,7,1,1,1,1351,2,"arithmetic"
"Arithmetic_Run2",16,2,"06-28-2015",14:39:51,6,5,"Plus1",6,9,"Plus1","I",2,2,8,1,11,1,2,2,1592,2,"arithmetic"
"Arithmetic_Run1",17,1,"07-20-2015",14:37:23,1,1,"Plus1",1,8,"Plus1","C",1,0,7,1,8,1,1,1,4270,1,"arithmetic"
"Arithmetic_Run1",17,1,"07-20-2015",14:37:23,1,1,"Plus1",2,5,"Plus1","I",2,1,4,1,6,1,2,2,2717,1,"arithmetic"
"Arithmetic_Run1",17,1,"07-20-2015",14:37:23,1,1,"Plus1",3,3,"Plus1","C",1,0,2,1,3,1,1,1,2051,1,"arithmetic"
"Arithmetic_Run1",17,1,"07-20-2015",14:37:23,1,1,"Plus1",4,9,"Plus1","I",2,2,8,1,11,1,2,2,2816,1,"arithmetic"
"Arithmetic_Run1",17,1,"07-20-2015",14:37:23,1,1,"Plus1",5,7,"Plus1","C",1,0,6,1,7,1,1,1,4862,1,"arithmetic"
"Arithmetic_Run1",17,1,"07-20-2015",14:37:23,1,1,"Plus1",6,5,"Plus1","C",1,0,4,1,5,1,1,1,4263,1,"arithmetic"
"Arithmetic_Run1",17,1,"07-20-2015",14:37:23,2,4,"LargeProblem",1,14,"L","C",1,0,8,6,14,0,NA,NA,0,1,"arithmetic"
"Arithmetic_Run1",17,1,"07-20-2015",14:37:23,2,4,"LargeProblem",2,11,"L","I",2,2,8,3,13,0,NA,NA,0,1,"arithmetic"
"Arithmetic_Run1",17,1,"07-20-2015",14:37:23,2,4,"LargeProblem",3,11,"L","C",1,0,2,9,11,0,NA,NA,0,1,"arithmetic"
"Arithmetic_Run1",17,1,"07-20-2015",14:37:23,2,4,"LargeProblem",4,13,"L","I",2,1,6,7,14,0,NA,NA,0,1,"arithmetic"
"Arithmetic_Run1",17,1,"07-20-2015",14:37:23,2,4,"LargeProblem",5,12,"L","C",1,0,7,5,12,0,NA,NA,0,1,"arithmetic"
"Arithmetic_Run1",17,1,"07-20-2015",14:37:23,2,4,"LargeProblem",6,11,"L","C",1,0,7,4,11,0,NA,NA,0,1,"arithmetic"
"Arithmetic_Run1",17,1,"07-20-2015",14:37:23,3,6,"SmallProblem",1,8,"S","C",1,0,6,2,8,0,NA,NA,0,1,"arithmetic"
"Arithmetic_Run1",17,1,"07-20-2015",14:37:23,3,6,"SmallProblem",2,8,"S","C",1,0,5,3,8,1,1,1,362,1,"arithmetic"
"Arithmetic_Run1",17,1,"07-20-2015",14:37:23,3,6,"SmallProblem",3,9,"S","C",1,0,2,7,9,1,1,1,5200,1,"arithmetic"
"Arithmetic_Run1",17,1,"07-20-2015",14:37:23,3,6,"SmallProblem",4,10,"S","I",2,2,7,3,12,1,2,2,4904,1,"arithmetic"
"Arithmetic_Run1",17,1,"07-20-2015",14:37:23,3,6,"SmallProblem",5,7,"S","I",2,1,2,5,8,1,2,2,5962,1,"arithmetic"
"Arithmetic_Run1",17,1,"07-20-2015",14:37:23,3,6,"SmallProblem",6,9,"S","I",2,1,4,5,10,1,2,2,4000,1,"arithmetic"
"Arithmetic_Run1",17,1,"07-20-2015",14:37:23,4,5,"Plus1",1,10,"Plus1","I",2,2,9,1,12,1,2,2,2815,1,"arithmetic"
"Arithmetic_Run1",17,1,"07-20-2015",14:37:23,4,5,"Plus1",2,9,"Plus1","C",1,0,8,1,9,1,1,1,2612,1,"arithmetic"
"Arithmetic_Run1",17,1,"07-20-2015",14:37:23,4,5,"Plus1",3,6,"Plus1","I",2,2,5,1,8,1,2,2,2689,1,"arithmetic"
"Arithmetic_Run1",17,1,"07-20-2015",14:37:23,4,5,"Plus1",4,4,"Plus1","C",1,0,3,1,4,1,1,1,2304,1,"arithmetic"
"Arithmetic_Run1",17,1,"07-20-2015",14:37:23,4,5,"Plus1",5,4,"Plus1","I",2,1,3,1,5,0,2,1,4014,1,"arithmetic"
"Arithmetic_Run1",17,1,"07-20-2015",14:37:23,4,5,"Plus1",6,8,"Plus1","I",2,1,7,1,9,1,2,2,3583,1,"arithmetic"
"Arithmetic_Run1",17,1,"07-20-2015",14:37:23,5,3,"LargeProblem",1,12,"L","I",2,1,3,9,13,0,NA,NA,0,1,"arithmetic"
"Arithmetic_Run1",17,1,"07-20-2015",14:37:23,5,3,"LargeProblem",2,11,"L","I",2,2,5,6,13,0,NA,NA,0,1,"arithmetic"
"Arithmetic_Run1",17,1,"07-20-2015",14:37:23,5,3,"LargeProblem",3,12,"L","C",1,0,4,8,12,0,NA,NA,0,1,"arithmetic"
"Arithmetic_Run1",17,1,"07-20-2015",14:37:23,5,3,"LargeProblem",4,14,"L","I",2,2,9,5,16,0,NA,NA,0,1,"arithmetic"
"Arithmetic_Run1",17,1,"07-20-2015",14:37:23,5,3,"LargeProblem",5,13,"L","C",1,0,5,8,13,0,NA,NA,0,1,"arithmetic"
"Arithmetic_Run1",17,1,"07-20-2015",14:37:23,5,3,"LargeProblem",6,13,"L","I",2,1,9,4,14,1,2,2,5065,1,"arithmetic"
"Arithmetic_Run1",17,1,"07-20-2015",14:37:23,6,2,"SmallProblem",1,6,"S","I",2,2,4,2,8,0,NA,NA,0,1,"arithmetic"
"Arithmetic_Run1",17,1,"07-20-2015",14:37:23,6,2,"SmallProblem",2,7,"S","I",2,2,3,4,9,1,2,2,502,1,"arithmetic"
"Arithmetic_Run1",17,1,"07-20-2015",14:37:23,6,2,"SmallProblem",3,10,"S","I",2,1,8,2,11,0,NA,NA,0,1,"arithmetic"
"Arithmetic_Run1",17,1,"07-20-2015",14:37:23,6,2,"SmallProblem",4,10,"S","C",1,0,6,4,10,0,NA,NA,0,1,"arithmetic"
"Arithmetic_Run1",17,1,"07-20-2015",14:37:23,6,2,"SmallProblem",5,9,"S","C",1,0,3,6,9,0,NA,NA,0,1,"arithmetic"
"Arithmetic_Run1",17,1,"07-20-2015",14:37:23,6,2,"SmallProblem",6,5,"S","C",1,0,2,3,5,0,1,2,4727,1,"arithmetic"
"Arithmetic_Run1",17,2,"07-20-2015",15:09:48,1,5,"Plus1",1,8,"Plus1","I",2,1,7,1,9,1,2,2,3376,1,"arithmetic"
"Arithmetic_Run1",17,2,"07-20-2015",15:09:48,1,5,"Plus1",2,10,"Plus1","I",2,2,9,1,12,1,2,2,4045,1,"arithmetic"
"Arithmetic_Run1",17,2,"07-20-2015",15:09:48,1,5,"Plus1",3,4,"Plus1","I",2,1,3,1,5,1,2,2,2752,1,"arithmetic"
"Arithmetic_Run1",17,2,"07-20-2015",15:09:48,1,5,"Plus1",4,6,"Plus1","I",2,2,5,1,8,1,2,2,2256,1,"arithmetic"
"Arithmetic_Run1",17,2,"07-20-2015",15:09:48,1,5,"Plus1",5,3,"Plus1","C",1,0,2,1,3,1,1,1,4608,1,"arithmetic"
"Arithmetic_Run1",17,2,"07-20-2015",15:09:48,1,5,"Plus1",6,5,"Plus1","C",1,0,4,1,5,1,1,1,1864,1,"arithmetic"
"Arithmetic_Run1",17,2,"07-20-2015",15:09:48,2,4,"LargeProblem",1,14,"L","C",1,0,8,6,14,0,NA,NA,0,1,"arithmetic"
"Arithmetic_Run1",17,2,"07-20-2015",15:09:48,2,4,"LargeProblem",2,12,"L","I",2,1,3,9,13,1,2,2,4069,1,"arithmetic"
"Arithmetic_Run1",17,2,"07-20-2015",15:09:48,2,4,"LargeProblem",3,11,"L","I",2,2,8,3,13,1,2,2,3879,1,"arithmetic"
"Arithmetic_Run1",17,2,"07-20-2015",15:09:48,2,4,"LargeProblem",4,13,"L","I",2,1,9,4,14,0,NA,NA,0,1,"arithmetic"
"Arithmetic_Run1",17,2,"07-20-2015",15:09:48,2,4,"LargeProblem",5,12,"L","C",1,0,4,8,12,0,NA,NA,0,1,"arithmetic"
"Arithmetic_Run1",17,2,"07-20-2015",15:09:48,2,4,"LargeProblem",6,13,"L","C",1,0,5,8,13,0,NA,NA,0,1,"arithmetic"
"Arithmetic_Run1",17,2,"07-20-2015",15:09:48,3,2,"SmallProblem",1,10,"S","I",2,2,7,3,12,1,2,2,4145,1,"arithmetic"
"Arithmetic_Run1",17,2,"07-20-2015",15:09:48,3,2,"SmallProblem",2,6,"S","I",2,2,4,2,8,1,2,2,5661,1,"arithmetic"
"Arithmetic_Run1",17,2,"07-20-2015",15:09:48,3,2,"SmallProblem",3,8,"S","C",1,0,6,2,8,1,1,1,2837,1,"arithmetic"
"Arithmetic_Run1",17,2,"07-20-2015",15:09:48,3,2,"SmallProblem",4,10,"S","I",2,1,8,2,11,1,2,2,3414,1,"arithmetic"
"Arithmetic_Run1",17,2,"07-20-2015",15:09:48,3,2,"SmallProblem",5,9,"S","C",1,0,3,6,9,1,1,1,3900,1,"arithmetic"
"Arithmetic_Run1",17,2,"07-20-2015",15:09:48,3,2,"SmallProblem",6,9,"S","C",1,0,2,7,9,1,1,1,4216,1,"arithmetic"
"Arithmetic_Run1",17,2,"07-20-2015",15:09:48,4,3,"LargeProblem",1,14,"L","I",2,2,9,5,16,0,NA,NA,0,1,"arithmetic"
"Arithmetic_Run1",17,2,"07-20-2015",15:09:48,4,3,"LargeProblem",2,13,"L","I",2,1,6,7,14,1,2,2,218,1,"arithmetic"
"Arithmetic_Run1",17,2,"07-20-2015",15:09:48,4,3,"LargeProblem",3,12,"L","C",1,0,7,5,12,0,NA,NA,0,1,"arithmetic"
"Arithmetic_Run1",17,2,"07-20-2015",15:09:48,4,3,"LargeProblem",4,11,"L","C",1,0,7,4,11,1,1,1,5514,1,"arithmetic"
"Arithmetic_Run1",17,2,"07-20-2015",15:09:48,4,3,"LargeProblem",5,11,"L","C",1,0,2,9,11,1,1,1,3759,1,"arithmetic"
"Arithmetic_Run1",17,2,"07-20-2015",15:09:48,4,3,"LargeProblem",6,11,"L","I",2,2,5,6,13,0,NA,NA,0,1,"arithmetic"
"Arithmetic_Run1",17,2,"07-20-2015",15:09:48,5,1,"Plus1",1,5,"Plus1","I",2,1,4,1,6,1,2,2,4227,1,"arithmetic"
"Arithmetic_Run1",17,2,"07-20-2015",15:09:48,5,1,"Plus1",2,8,"Plus1","C",1,0,7,1,8,1,1,1,3894,1,"arithmetic"
"Arithmetic_Run1",17,2,"07-20-2015",15:09:48,5,1,"Plus1",3,9,"Plus1","C",1,0,8,1,9,1,1,1,3366,1,"arithmetic"
"Arithmetic_Run1",17,2,"07-20-2015",15:09:48,5,1,"Plus1",4,4,"Plus1","C",1,0,3,1,4,1,1,1,3379,1,"arithmetic"
"Arithmetic_Run1",17,2,"07-20-2015",15:09:48,5,1,"Plus1",5,9,"Plus1","I",2,2,8,1,11,1,2,2,3417,1,"arithmetic"
"Arithmetic_Run1",17,2,"07-20-2015",15:09:48,5,1,"Plus1",6,7,"Plus1","C",1,0,6,1,7,1,1,1,6225,1,"arithmetic"
"Arithmetic_Run1",17,2,"07-20-2015",15:09:48,6,6,"SmallProblem",1,9,"S","I",2,1,4,5,10,1,2,2,3181,1,"arithmetic"
"Arithmetic_Run1",17,2,"07-20-2015",15:09:48,6,6,"SmallProblem",2,7,"S","I",2,2,3,4,9,0,NA,NA,0,1,"arithmetic"
"Arithmetic_Run1",17,2,"07-20-2015",15:09:48,6,6,"SmallProblem",3,7,"S","I",2,1,2,5,8,1,2,2,5128,1,"arithmetic"
"Arithmetic_Run1",17,2,"07-20-2015",15:09:48,6,6,"SmallProblem",4,10,"S","C",1,0,6,4,10,1,1,1,5390,1,"arithmetic"
"Arithmetic_Run1",17,2,"07-20-2015",15:09:48,6,6,"SmallProblem",5,5,"S","C",1,0,2,3,5,1,1,1,4013,1,"arithmetic"
"Arithmetic_Run1",17,2,"07-20-2015",15:09:48,6,6,"SmallProblem",6,8,"S","C",1,0,5,3,8,1,1,1,4894,1,"arithmetic"
"Arithmetic_Run2",17,1,"07-20-2015",14:45:09,1,2,"SmallProblem",1,8,"S","I",2,2,3,5,10,1,2,2,4397,2,"arithmetic"
"Arithmetic_Run2",17,1,"07-20-2015",14:45:09,1,2,"SmallProblem",2,10,"S","C",1,0,2,8,10,1,1,1,3464,2,"arithmetic"
"Arithmetic_Run2",17,1,"07-20-2015",14:45:09,1,2,"SmallProblem",3,9,"S","I",2,2,6,3,11,1,2,2,5554,2,"arithmetic"
"Arithmetic_Run2",17,1,"07-20-2015",14:45:09,1,2,"SmallProblem",4,9,"S","C",1,0,5,4,9,0,NA,NA,0,2,"arithmetic"
"Arithmetic_Run2",17,1,"07-20-2015",14:45:09,1,2,"SmallProblem",5,9,"S","I",2,1,7,2,10,0,2,1,89,2,"arithmetic"
"Arithmetic_Run2",17,1,"07-20-2015",14:45:09,1,2,"SmallProblem",6,6,"S","C",1,0,2,4,6,1,1,1,5203,2,"arithmetic"
"Arithmetic_Run2",17,1,"07-20-2015",14:45:09,2,5,"Plus1",1,3,"Plus1","I",2,1,2,1,4,1,2,2,3868,2,"arithmetic"
"Arithmetic_Run2",17,1,"07-20-2015",14:45:09,2,5,"Plus1",2,10,"Plus1","C",1,0,9,1,10,1,1,1,2911,2,"arithmetic"
"Arithmetic_Run2",17,1,"07-20-2015",14:45:09,2,5,"Plus1",3,6,"Plus1","I",2,1,5,1,7,1,2,2,2682,2,"arithmetic"
"Arithmetic_Run2",17,1,"07-20-2015",14:45:09,2,5,"Plus1",4,7,"Plus1","I",2,1,6,1,8,1,2,2,3651,2,"arithmetic"
"Arithmetic_Run2",17,1,"07-20-2015",14:45:09,2,5,"Plus1",5,4,"Plus1","C",1,0,3,1,4,1,1,1,3924,2,"arithmetic"
"Arithmetic_Run2",17,1,"07-20-2015",14:45:09,2,5,"Plus1",6,5,"Plus1","I",2,2,4,1,7,1,2,2,3928,2,"arithmetic"
"Arithmetic_Run2",17,1,"07-20-2015",14:45:09,3,3,"LargeProblem",1,13,"L","C",1,0,7,6,13,0,NA,NA,0,2,"arithmetic"
"Arithmetic_Run2",17,1,"07-20-2015",14:45:09,3,3,"LargeProblem",2,13,"L","C",1,0,4,9,13,0,NA,NA,0,2,"arithmetic"
"Arithmetic_Run2",17,1,"07-20-2015",14:45:09,3,3,"LargeProblem",3,11,"L","I",2,2,9,2,13,1,2,2,4960,2,"arithmetic"
"Arithmetic_Run2",17,1,"07-20-2015",14:45:09,3,3,"LargeProblem",4,12,"L","I",2,1,8,4,13,0,NA,NA,0,2,"arithmetic"
"Arithmetic_Run2",17,1,"07-20-2015",14:45:09,3,3,"LargeProblem",5,12,"L","I",2,2,5,7,14,0,NA,NA,0,2,"arithmetic"
"Arithmetic_Run2",17,1,"07-20-2015",14:45:09,3,3,"LargeProblem",6,11,"L","I",2,1,4,7,12,1,2,2,74,2,"arithmetic"
"Arithmetic_Run2",17,1,"07-20-2015",14:45:09,4,1,"Plus1",1,3,"Plus1","C",1,0,2,1,3,1,1,1,4588,2,"arithmetic"
"Arithmetic_Run2",17,1,"07-20-2015",14:45:09,4,1,"Plus1",2,6,"Plus1","C",1,0,5,1,6,0,NA,NA,0,2,"arithmetic"
"Arithmetic_Run2",17,1,"07-20-2015",14:45:09,4,1,"Plus1",3,9,"Plus1","I",2,2,8,1,11,1,2,2,4966,2,"arithmetic"
"Arithmetic_Run2",17,1,"07-20-2015",14:45:09,4,1,"Plus1",4,8,"Plus1","C",1,0,7,1,8,1,1,1,2565,2,"arithmetic"
"Arithmetic_Run2",17,1,"07-20-2015",14:45:09,4,1,"Plus1",5,7,"Plus1","C",1,0,6,1,7,1,1,1,5148,2,"arithmetic"
"Arithmetic_Run2",17,1,"07-20-2015",14:45:09,4,1,"Plus1",6,10,"Plus1","I",2,2,9,1,12,1,2,2,2894,2,"arithmetic"
"Arithmetic_Run2",17,1,"07-20-2015",14:45:09,5,4,"LargeProblem",1,13,"L","I",2,2,8,5,15,0,NA,NA,0,2,"arithmetic"
"Arithmetic_Run2",17,1,"07-20-2015",14:45:09,5,4,"LargeProblem",2,12,"L","C",1,0,9,3,12,1,1,1,4962,2,"arithmetic"
"Arithmetic_Run2",17,1,"07-20-2015",14:45:09,5,4,"LargeProblem",3,14,"L","C",1,0,5,9,14,0,NA,NA,0,2,"arithmetic"
"Arithmetic_Run2",17,1,"07-20-2015",14:45:09,5,4,"LargeProblem",4,11,"L","C",1,0,3,8,11,1,1,1,5474,2,"arithmetic"
"Arithmetic_Run2",17,1,"07-20-2015",14:45:09,5,4,"LargeProblem",5,11,"L","C",1,0,6,5,11,0,NA,NA,0,2,"arithmetic"
"Arithmetic_Run2",17,1,"07-20-2015",14:45:09,5,4,"LargeProblem",6,14,"L","I",2,1,6,8,15,0,NA,NA,0,2,"arithmetic"
"Arithmetic_Run2",17,1,"07-20-2015",14:45:09,6,6,"SmallProblem",1,7,"S","C",1,0,5,2,7,1,1,1,4119,2,"arithmetic"
"Arithmetic_Run2",17,1,"07-20-2015",14:45:09,6,6,"SmallProblem",2,10,"S","C",1,0,3,7,10,1,1,1,4873,2,"arithmetic"
"Arithmetic_Run2",17,1,"07-20-2015",14:45:09,6,6,"SmallProblem",3,7,"S","C",1,0,4,3,7,0,NA,NA,0,2,"arithmetic"
"Arithmetic_Run2",17,1,"07-20-2015",14:45:09,6,6,"SmallProblem",4,5,"S","I",2,2,3,2,7,0,NA,NA,0,2,"arithmetic"
"Arithmetic_Run2",17,1,"07-20-2015",14:45:09,6,6,"SmallProblem",5,8,"S","I",2,1,2,6,9,1,2,2,4851,2,"arithmetic"
"Arithmetic_Run2",17,1,"07-20-2015",14:45:09,6,6,"SmallProblem",6,10,"S","I",2,1,4,6,11,0,NA,NA,0,2,"arithmetic"
"Arithmetic_Run1",18,1,"07-30-2015",09:23:25,1,4,"LargeProblem",1,11,"L","I",2,2,8,3,13,1,2,2,4880,1,"arithmetic"
"Arithmetic_Run1",18,1,"07-30-2015",09:23:25,1,4,"LargeProblem",2,12,"L","C",1,0,4,8,12,1,1,1,4225,1,"arithmetic"
"Arithmetic_Run1",18,1,"07-30-2015",09:23:25,1,4,"LargeProblem",3,11,"L","C",1,0,2,9,11,1,1,1,1801,1,"arithmetic"
"Arithmetic_Run1",18,1,"07-30-2015",09:23:25,1,4,"LargeProblem",4,14,"L","C",1,0,8,6,14,0,1,2,5947,1,"arithmetic"
"Arithmetic_Run1",18,1,"07-30-2015",09:23:25,1,4,"LargeProblem",5,13,"L","I",2,1,6,7,14,1,2,2,5011,1,"arithmetic"
"Arithmetic_Run1",18,1,"07-30-2015",09:23:25,1,4,"LargeProblem",6,14,"L","I",2,2,9,5,16,0,NA,NA,0,1,"arithmetic"
"Arithmetic_Run1",18,1,"07-30-2015",09:23:25,2,6,"SmallProblem",1,9,"S","C",1,0,2,7,9,0,NA,NA,0,1,"arithmetic"
"Arithmetic_Run1",18,1,"07-30-2015",09:23:25,2,6,"SmallProblem",2,9,"S","C",1,0,3,6,9,0,1,2,1192,1,"arithmetic"
"Arithmetic_Run1",18,1,"07-30-2015",09:23:25,2,6,"SmallProblem",3,10,"S","I",2,2,7,3,12,0,2,1,4876,1,"arithmetic"
"Arithmetic_Run1",18,1,"07-30-2015",09:23:25,2,6,"SmallProblem",4,10,"S","I",2,1,8,2,11,1,2,2,6271,1,"arithmetic"
"Arithmetic_Run1",18,1,"07-30-2015",09:23:25,2,6,"SmallProblem",5,7,"S","I",2,2,3,4,9,1,2,2,3807,1,"arithmetic"
"Arithmetic_Run1",18,1,"07-30-2015",09:23:25,2,6,"SmallProblem",6,8,"S","C",1,0,5,3,8,0,NA,NA,0,1,"arithmetic"
"Arithmetic_Run1",18,1,"07-30-2015",09:23:25,3,5,"Plus1",1,7,"Plus1","C",1,0,6,1,7,1,1,1,3279,1,"arithmetic"
"Arithmetic_Run1",18,1,"07-30-2015",09:23:25,3,5,"Plus1",2,10,"Plus1","I",2,2,9,1,12,0,NA,NA,0,1,"arithmetic"
"Arithmetic_Run1",18,1,"07-30-2015",09:23:25,3,5,"Plus1",3,9,"Plus1","I",2,2,8,1,11,1,2,2,4135,1,"arithmetic"
"Arithmetic_Run1",18,1,"07-30-2015",09:23:25,3,5,"Plus1",4,5,"Plus1","C",1,0,4,1,5,1,1,1,3762,1,"arithmetic"
"Arithmetic_Run1",18,1,"07-30-2015",09:23:25,3,5,"Plus1",5,9,"Plus1","C",1,0,8,1,9,1,1,1,2431,1,"arithmetic"
"Arithmetic_Run1",18,1,"07-30-2015",09:23:25,3,5,"Plus1",6,4,"Plus1","I",2,1,3,1,5,0,NA,NA,0,1,"arithmetic"
"Arithmetic_Run1",18,1,"07-30-2015",09:23:25,4,1,"Plus1",1,5,"Plus1","I",2,1,4,1,6,0,NA,NA,0,1,"arithmetic"
"Arithmetic_Run1",18,1,"07-30-2015",09:23:25,4,1,"Plus1",2,3,"Plus1","C",1,0,2,1,3,0,1,2,369,1,"arithmetic"
"Arithmetic_Run1",18,1,"07-30-2015",09:23:25,4,1,"Plus1",3,4,"Plus1","C",1,0,3,1,4,1,1,1,4920,1,"arithmetic"
"Arithmetic_Run1",18,1,"07-30-2015",09:23:25,4,1,"Plus1",4,8,"Plus1","I",2,1,7,1,9,1,2,2,2742,1,"arithmetic"
"Arithmetic_Run1",18,1,"07-30-2015",09:23:25,4,1,"Plus1",5,6,"Plus1","I",2,2,5,1,8,0,NA,NA,0,1,"arithmetic"
"Arithmetic_Run1",18,1,"07-30-2015",09:23:25,4,1,"Plus1",6,8,"Plus1","C",1,0,7,1,8,1,1,1,2930,1,"arithmetic"
"Arithmetic_Run1",18,1,"07-30-2015",09:23:25,5,3,"LargeProblem",1,11,"L","C",1,0,7,4,11,0,NA,NA,0,1,"arithmetic"
"Arithmetic_Run1",18,1,"07-30-2015",09:23:25,5,3,"LargeProblem",2,11,"L","I",2,2,5,6,13,1,2,2,4922,1,"arithmetic"
"Arithmetic_Run1",18,1,"07-30-2015",09:23:25,5,3,"LargeProblem",3,13,"L","I",2,1,9,4,14,1,2,2,3,1,"arithmetic"
"Arithmetic_Run1",18,1,"07-30-2015",09:23:25,5,3,"LargeProblem",4,12,"L","I",2,1,3,9,13,1,2,2,3258,1,"arithmetic"
"Arithmetic_Run1",18,1,"07-30-2015",09:23:25,5,3,"LargeProblem",5,13,"L","C",1,0,5,8,13,0,1,2,5218,1,"arithmetic"
"Arithmetic_Run1",18,1,"07-30-2015",09:23:25,5,3,"LargeProblem",6,12,"L","C",1,0,7,5,12,1,1,1,579,1,"arithmetic"
"Arithmetic_Run1",18,1,"07-30-2015",09:23:25,6,2,"SmallProblem",1,6,"S","I",2,2,4,2,8,0,NA,NA,0,1,"arithmetic"
"Arithmetic_Run1",18,1,"07-30-2015",09:23:25,6,2,"SmallProblem",2,10,"S","C",1,0,6,4,10,0,NA,NA,0,1,"arithmetic"
"Arithmetic_Run1",18,1,"07-30-2015",09:23:25,6,2,"SmallProblem",3,5,"S","C",1,0,2,3,5,0,1,2,3591,1,"arithmetic"
"Arithmetic_Run1",18,1,"07-30-2015",09:23:25,6,2,"SmallProblem",4,8,"S","C",1,0,6,2,8,0,NA,NA,0,1,"arithmetic"
"Arithmetic_Run1",18,1,"07-30-2015",09:23:25,6,2,"SmallProblem",5,7,"S","I",2,1,2,5,8,0,NA,NA,0,1,"arithmetic"
"Arithmetic_Run1",18,1,"07-30-2015",09:23:25,6,2,"SmallProblem",6,9,"S","I",2,1,4,5,10,1,2,2,3297,1,"arithmetic"
"Arithmetic_Run2",18,1,"07-30-2015",09:29:21,1,5,"Plus1",1,7,"Plus1","I",2,1,6,1,8,0,2,1,5742,2,"arithmetic"
"Arithmetic_Run2",18,1,"07-30-2015",09:29:21,1,5,"Plus1",2,6,"Plus1","C",1,0,5,1,6,0,1,2,417,2,"arithmetic"
"Arithmetic_Run2",18,1,"07-30-2015",09:29:21,1,5,"Plus1",3,3,"Plus1","I",2,1,2,1,4,0,NA,NA,0,2,"arithmetic"
"Arithmetic_Run2",18,1,"07-30-2015",09:29:21,1,5,"Plus1",4,9,"Plus1","I",2,2,8,1,11,1,2,2,188,2,"arithmetic"
"Arithmetic_Run2",18,1,"07-30-2015",09:29:21,1,5,"Plus1",5,6,"Plus1","I",2,1,5,1,7,1,2,2,4504,2,"arithmetic"
"Arithmetic_Run2",18,1,"07-30-2015",09:29:21,1,5,"Plus1",6,5,"Plus1","I",2,2,4,1,7,0,NA,NA,0,2,"arithmetic"
"Arithmetic_Run2",18,1,"07-30-2015",09:29:21,2,6,"SmallProblem",1,10,"S","C",1,0,2,8,10,1,1,1,4270,2,"arithmetic"
"Arithmetic_Run2",18,1,"07-30-2015",09:29:21,2,6,"SmallProblem",2,7,"S","C",1,0,5,2,7,0,NA,NA,0,2,"arithmetic"
"Arithmetic_Run2",18,1,"07-30-2015",09:29:21,2,6,"SmallProblem",3,10,"S","I",2,1,4,6,11,1,2,2,4074,2,"arithmetic"
"Arithmetic_Run2",18,1,"07-30-2015",09:29:21,2,6,"SmallProblem",4,10,"S","C",1,0,3,7,10,1,1,1,4808,2,"arithmetic"
